Region/Country/Area Code,Region/Country/Area,Year,Series,Value
145,Western Asia,2018,Forest cover (thousand hectares),"29,931"
145,Western Asia,2018,Arable land (% of total land area),7.9
145,Western Asia,2018,Permanent crops (% of total land area),1.3
145,Western Asia,2018,Forest cover (% of total land area),6.2
145,Western Asia,2018,Important sites for terrestrial biodiversity protected (% of total sites protected),17.87
145,Western Asia,2020,Important sites for terrestrial biodiversity protected (% of total sites protected),17.94
150,Europe,2005,Land area (thousand hectares),"2,214,115"
150,Europe,2005,Arable land (thousand hectares),"279,192"
150,Europe,2005,Permanent crops (thousand hectares),"16,138"
150,Europe,2005,Forest cover (thousand hectares),"1,008,125"
150,Europe,2005,Arable land (% of total land area),12.6
150,Europe,2005,Permanent crops (% of total land area),0.7
150,Europe,2005,Forest cover (% of total land area),45.5
150,Europe,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),51.83
150,Europe,2010,Land area (thousand hectares),"2,213,630"
150,Europe,2010,Arable land (thousand hectares),"275,322"
150,Europe,2010,Permanent crops (thousand hectares),"15,574"
150,Europe,2010,Forest cover (thousand hectares),"1,013,982"
150,Europe,2010,Arable land (% of total land area),12.4
150,Europe,2010,Permanent crops (% of total land area),0.7
150,Europe,2010,Forest cover (% of total land area),45.8
150,Europe,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),61.01
150,Europe,2018,Land area (thousand hectares),"2,213,750"
150,Europe,2018,Arable land (thousand hectares),"272,816"
150,Europe,2018,Permanent crops (thousand hectares),"15,431"
150,Europe,2018,Forest cover (thousand hectares),"1,017,014"
150,Europe,2018,Arable land (% of total land area),12.3
150,Europe,2018,Permanent crops (% of total land area),0.7
150,Europe,2018,Forest cover (% of total land area),45.9
150,Europe,2018,Important sites for terrestrial biodiversity protected (% of total sites protected),64.71
150,Europe,2020,Important sites for terrestrial biodiversity protected (% of total sites protected),65.08
151,Eastern Europe,2005,Land area (thousand hectares),"1,805,641"
151,Eastern Europe,2005,Arable land (thousand hectares),"195,108"
151,Eastern Europe,2005,Permanent crops (thousand hectares),"4,505"
151,Eastern Europe,2005,Forest cover (thousand hectares),"856,273"
151,Eastern Europe,2005,Arable land (% of total land area),10.8
151,Eastern Europe,2005,Permanent crops (% of total land area),0.2
151,Eastern Europe,2005,Forest cover (% of total land area),47.4
151,Eastern Europe,2010,Land area (thousand hectares),"1,805,269"
151,Eastern Europe,2010,Arable land (thousand hectares),"193,590"
151,Eastern Europe,2010,Permanent crops (thousand hectares),"4,418"
151,Eastern Europe,2010,Forest cover (thousand hectares),"859,891"
151,Eastern Europe,2010,Arable land (% of total land area),10.7
151,Eastern Europe,2010,Permanent crops (% of total land area),0.2
151,Eastern Europe,2010,Forest cover (% of total land area),47.6
151,Eastern Europe,2018,Land area (thousand hectares),"1,805,349"
151,Eastern Europe,2018,Arable land (thousand hectares),"193,260"
151,Eastern Europe,2018,Permanent crops (thousand hectares),"4,186"
151,Eastern Europe,2018,Forest cover (thousand hectares),"861,025"
151,Eastern Europe,2018,Arable land (% of total land area),10.7
151,Eastern Europe,2018,Permanent crops (% of total land area),0.2
151,Eastern Europe,2018,Forest cover (% of total land area),47.7
154,Northern Europe,2005,Land area (thousand hectares),"170,310"
154,Northern Europe,2005,Arable land (thousand hectares),"18,785"
154,Northern Europe,2005,Permanent crops (thousand hectares),135
154,Northern Europe,2005,Forest cover (thousand hectares),"74,561"
154,Northern Europe,2005,Arable land (% of total land area),11
154,Northern Europe,2005,Permanent crops (% of total land area),0.1
154,Northern Europe,2005,Forest cover (% of total land area),43.8
154,Northern Europe,2010,Land area (thousand hectares),"170,245"
154,Northern Europe,2010,Arable land (thousand hectares),"18,640"
154,Northern Europe,2010,Permanent crops (thousand hectares),111
154,Northern Europe,2010,Forest cover (thousand hectares),"74,710"
154,Northern Europe,2010,Arable land (% of total land area),10.9
154,Northern Europe,2010,Permanent crops (% of total land area),0.1
154,Northern Europe,2010,Forest cover (% of total land area),43.9
154,Northern Europe,2018,Land area (thousand hectares),"169,834"
154,Northern Europe,2018,Arable land (thousand hectares),"18,727"
154,Northern Europe,2018,Permanent crops (thousand hectares),133
154,Northern Europe,2018,Forest cover (thousand hectares),"75,221"
154,Northern Europe,2018,Arable land (% of total land area),11
154,Northern Europe,2018,Permanent crops (% of total land area),0.1
154,Northern Europe,2018,Forest cover (% of total land area),44.3
39,Southern Europe,2005,Land area (thousand hectares),"129,659"
39,Southern Europe,2005,Arable land (thousand hectares),"31,212"
39,Southern Europe,2005,Permanent crops (thousand hectares),"10,045"
39,Southern Europe,2005,Forest cover (thousand hectares),"43,850"
39,Southern Europe,2005,Arable land (% of total land area),24.1
39,Southern Europe,2005,Permanent crops (% of total land area),7.7
39,Southern Europe,2005,Forest cover (% of total land area),33.8
39,Southern Europe,2010,Land area (thousand hectares),"129,634"
39,Southern Europe,2010,Arable land (thousand hectares),"29,255"
39,Southern Europe,2010,Permanent crops (thousand hectares),"9,685"
39,Southern Europe,2010,Forest cover (thousand hectares),"45,297"
39,Southern Europe,2010,Arable land (% of total land area),22.6
39,Southern Europe,2010,Permanent crops (% of total land area),7.5
39,Southern Europe,2010,Forest cover (% of total land area),34.9
39,Southern Europe,2018,Land area (thousand hectares),"130,016"
39,Southern Europe,2018,Arable land (thousand hectares),"27,311"
39,Southern Europe,2018,Permanent crops (thousand hectares),"9,751"
39,Southern Europe,2018,Forest cover (thousand hectares),"45,957"
39,Southern Europe,2018,Arable land (% of total land area),21
39,Southern Europe,2018,Permanent crops (% of total land area),7.5
39,Southern Europe,2018,Forest cover (% of total land area),35.3
155,Western Europe,2005,Land area (thousand hectares),"108,505"
155,Western Europe,2005,Arable land (thousand hectares),"34,086"
155,Western Europe,2005,Permanent crops (thousand hectares),"1,453"
155,Western Europe,2005,Forest cover (thousand hectares),"33,441"
155,Western Europe,2005,Arable land (% of total land area),31.4
155,Western Europe,2005,Permanent crops (% of total land area),1.3
155,Western Europe,2005,Forest cover (% of total land area),30.8
155,Western Europe,2010,Land area (thousand hectares),"108,482"
155,Western Europe,2010,Arable land (thousand hectares),"33,837"
155,Western Europe,2010,Permanent crops (thousand hectares),"1,359"
155,Western Europe,2010,Forest cover (thousand hectares),"34,085"
155,Western Europe,2010,Arable land (% of total land area),31.2
155,Western Europe,2010,Permanent crops (% of total land area),1.3
155,Western Europe,2010,Forest cover (% of total land area),31.4
155,Western Europe,2018,Land area (thousand hectares),"108,552"
155,Western Europe,2018,Arable land (thousand hectares),"33,518"
155,Western Europe,2018,Permanent crops (thousand hectares),"1,360"
155,Western Europe,2018,Forest cover (thousand hectares),"34,812"
155,Western Europe,2018,Arable land (% of total land area),30.9
155,Western Europe,2018,Permanent crops (% of total land area),1.3
155,Western Europe,2018,Forest cover (% of total land area),32.1
9,Oceania,2005,Land area (thousand hectares),"848,655"
9,Oceania,2005,Arable land (thousand hectares),"27,325"
9,Oceania,2005,Permanent crops (thousand hectares),"1,419"
9,Oceania,2005,Forest cover (thousand hectares),"182,172"
9,Oceania,2005,Arable land (% of total land area),3.2
9,Oceania,2005,Permanent crops (% of total land area),0.2
9,Oceania,2005,Forest cover (% of total land area),21.5
9,Oceania,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),24.49
9,Oceania,2010,Land area (thousand hectares),"848,655"
9,Oceania,2010,Arable land (thousand hectares),"26,506"
9,Oceania,2010,Permanent crops (thousand hectares),"1,721"
9,Oceania,2010,Forest cover (thousand hectares),"181,015"
9,Oceania,2010,Arable land (% of total land area),3.1
9,Oceania,2010,Permanent crops (% of total land area),0.2
9,Oceania,2010,Forest cover (% of total land area),21.3
9,Oceania,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),29.81
9,Oceania,2018,Land area (thousand hectares),"849,613"
9,Oceania,2018,Arable land (thousand hectares),"32,045"
9,Oceania,2018,Permanent crops (thousand hectares),"1,548"
9,Oceania,2018,Forest cover (thousand hectares),"185,267"
9,Oceania,2018,Arable land (% of total land area),3.8
9,Oceania,2018,Permanent crops (% of total land area),0.2
9,Oceania,2018,Forest cover (% of total land area),21.8
9,Oceania,2018,Important sites for terrestrial biodiversity protected (% of total sites protected),34.52
9,Oceania,2020,Important sites for terrestrial biodiversity protected (% of total sites protected),34.72
53,Australia and New Zealand,2005,Land area (thousand hectares),"794,565"
53,Australia and New Zealand,2005,Arable land (thousand hectares),"26,827"
53,Australia and New Zealand,2005,Permanent crops (thousand hectares),403
53,Australia and New Zealand,2005,Forest cover (thousand hectares),"140,530"
53,Australia and New Zealand,2005,Arable land (% of total land area),3.4
53,Australia and New Zealand,2005,Permanent crops (% of total land area),0.1
53,Australia and New Zealand,2005,Forest cover (% of total land area),17.7
53,Australia and New Zealand,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),40.27
53,Australia and New Zealand,2010,Land area (thousand hectares),"794,565"
53,Australia and New Zealand,2010,Arable land (thousand hectares),"25,949"
53,Australia and New Zealand,2010,Permanent crops (thousand hectares),589
53,Australia and New Zealand,2010,Forest cover (thousand hectares),"139,395"
53,Australia and New Zealand,2010,Arable land (% of total land area),3.3
53,Australia and New Zealand,2010,Permanent crops (% of total land area),0.1
53,Australia and New Zealand,2010,Forest cover (% of total land area),17.5
53,Australia and New Zealand,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),46.11
53,Australia and New Zealand,2018,Land area (thousand hectares),"795,537"
53,Australia and New Zealand,2018,Arable land (thousand hectares),"31,465"
53,Australia and New Zealand,2018,Permanent crops (thousand hectares),399
53,Australia and New Zealand,2018,Forest cover (thousand hectares),"143,861"
53,Australia and New Zealand,2018,Arable land (% of total land area),4
53,Australia and New Zealand,2018,Permanent crops (% of total land area),0.1
53,Australia and New Zealand,2018,Forest cover (% of total land area),18.1
53,Australia and New Zealand,2018,Important sites for terrestrial biodiversity protected (% of total sites protected),53.85
53,Australia and New Zealand,2020,Important sites for terrestrial biodiversity protected (% of total sites protected),53.85
54,Melanesia,2005,Land area (thousand hectares),"52,959"
54,Melanesia,2005,Arable land (thousand hectares),453
54,Melanesia,2005,Permanent crops (thousand hectares),873
54,Melanesia,2005,Forest cover (thousand hectares),"41,083"
54,Melanesia,2005,Arable land (% of total land area),0.9
54,Melanesia,2005,Permanent crops (% of total land area),1.6
54,Melanesia,2005,Forest cover (% of total land area),77.6
54,Melanesia,2010,Land area (thousand hectares),"52,959"
54,Melanesia,2010,Arable land (thousand hectares),511
54,Melanesia,2010,Permanent crops (thousand hectares),994
54,Melanesia,2010,Forest cover (thousand hectares),"41,064"
54,Melanesia,2010,Arable land (% of total land area),1
54,Melanesia,2010,Permanent crops (% of total land area),1.9
54,Melanesia,2010,Forest cover (% of total land area),77.5
54,Melanesia,2018,Land area (thousand hectares),"52,959"
54,Melanesia,2018,Arable land (thousand hectares),511
54,Melanesia,2018,Permanent crops (thousand hectares),"1,003"
54,Melanesia,2018,Forest cover (thousand hectares),"40,854"
54,Melanesia,2018,Arable land (% of total land area),1
54,Melanesia,2018,Permanent crops (% of total land area),1.9
54,Melanesia,2018,Forest cover (% of total land area),77.1
57,Micronesia,2005,Land area (thousand hectares),317
57,Micronesia,2005,Arable land (thousand hectares),10
57,Micronesia,2005,Permanent crops (thousand hectares),70
57,Micronesia,2005,Forest cover (thousand hectares),170
57,Micronesia,2005,Arable land (% of total land area),3.1
57,Micronesia,2005,Permanent crops (% of total land area),22.2
57,Micronesia,2005,Forest cover (% of total land area),53.6
57,Micronesia,2010,Land area (thousand hectares),317
57,Micronesia,2010,Arable land (thousand hectares),8
57,Micronesia,2010,Permanent crops (thousand hectares),69
57,Micronesia,2010,Forest cover (thousand hectares),170
57,Micronesia,2010,Arable land (% of total land area),2.6
57,Micronesia,2010,Permanent crops (% of total land area),21.9
57,Micronesia,2010,Forest cover (% of total land area),53.5
57,Micronesia,2018,Land area (thousand hectares),317
